"index","shortname","name","unicode","unicode_encoded","aliases","image"
"182",":person_with_blond_hair_tone5:","person with blond hair tone 5","1f471-1f3ff","👱 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f471-1f3ff.png?v=2.2.7!"
"183",":santa:","father christmas","1f385","🎅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385.png?v=2.2.7!"
"184",":santa_tone1:","father christmas tone 1","1f385-1f3fb","🎅 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385-1f3fb.png?v=2.2.7!"
"185",":santa_tone2:","father christmas tone 2","1f385-1f3fc","🎅 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385-1f3fc.png?v=2.2.7!"
"186",":santa_tone3:","father christmas tone 3","1f385-1f3fd","🎅 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385-1f3fd.png?v=2.2.7!"
"187",":santa_tone4:","father christmas tone 4","1f385-1f3fe","🎅 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385-1f3fe.png?v=2.2.7!"
"188",":santa_tone5:","father christmas tone 5","1f385-1f3ff","🎅 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f385-1f3ff.png?v=2.2.7!"
"189",":mrs_claus:","mother christmas","1f936","🤶",":mother_christmas:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936.png?v=2.2.7!"
"190",":mrs_claus_tone1:","mother christmas tone 1","1f936-1f3fb","🤶 🏻",":mother_christmas_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936-1f3fb.png?v=2.2.7!"
"191",":mrs_claus_tone2:","mother christmas tone 2","1f936-1f3fc","🤶 🏼",":mother_christmas_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936-1f3fc.png?v=2.2.7!"
"192",":mrs_claus_tone3:","mother christmas tone 3","1f936-1f3fd","🤶 🏽",":mother_christmas_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936-1f3fd.png?v=2.2.7!"
"193",":mrs_claus_tone4:","mother christmas tone 4","1f936-1f3fe","🤶 🏾",":mother_christmas_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936-1f3fe.png?v=2.2.7!"
"194",":mrs_claus_tone5:","mother christmas tone 5","1f936-1f3ff","🤶 🏿",":mother_christmas_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f936-1f3ff.png?v=2.2.7!"
"195",":princess:","princess","1f478","👸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478.png?v=2.2.7!"
"196",":princess_tone1:","princess tone 1","1f478-1f3fb","👸 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478-1f3fb.png?v=2.2.7!"
"197",":princess_tone2:","princess tone 2","1f478-1f3fc","👸 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478-1f3fc.png?v=2.2.7!"
"198",":princess_tone3:","princess tone 3","1f478-1f3fd","👸 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478-1f3fd.png?v=2.2.7!"
"199",":princess_tone4:","princess tone 4","1f478-1f3fe","👸 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478-1f3fe.png?v=2.2.7!"
"200",":princess_tone5:","princess tone 5","1f478-1f3ff","👸 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f478-1f3ff.png?v=2.2.7!"
"201",":prince:","prince","1f934","🤴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934.png?v=2.2.7!"
"202",":prince_tone1:","prince tone 1","1f934-1f3fb","🤴 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934-1f3fb.png?v=2.2.7!"
"203",":prince_tone2:","prince tone 2","1f934-1f3fc","🤴 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934-1f3fc.png?v=2.2.7!"
"204",":prince_tone3:","prince tone 3","1f934-1f3fd","🤴 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934-1f3fd.png?v=2.2.7!"
"205",":prince_tone4:","prince tone 4","1f934-1f3fe","🤴 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934-1f3fe.png?v=2.2.7!"
"206",":prince_tone5:","prince tone 5","1f934-1f3ff","🤴 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f934-1f3ff.png?v=2.2.7!"
"207",":bride_with_veil:","bride with veil","1f470","👰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470.png?v=2.2.7!"
"208",":bride_with_veil_tone1:","bride with veil tone 1","1f470-1f3fb","👰 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470-1f3fb.png?v=2.2.7!"
"209",":bride_with_veil_tone2:","bride with veil tone 2","1f470-1f3fc","👰 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470-1f3fc.png?v=2.2.7!"
"210",":bride_with_veil_tone3:","bride with veil tone 3","1f470-1f3fd","👰 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470-1f3fd.png?v=2.2.7!"
"211",":bride_with_veil_tone4:","bride with veil tone 4","1f470-1f3fe","👰 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470-1f3fe.png?v=2.2.7!"
"212",":bride_with_veil_tone5:","bride with veil tone 5","1f470-1f3ff","👰 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f470-1f3ff.png?v=2.2.7!"
"213",":man_in_tuxedo:","man in tuxedo","1f935","🤵","","!https://cdn.jsdelivr.net/emojione/assets/png/1f935.png?v=2.2.7!"
"214",":man_in_tuxedo_tone1:","man in tuxedo tone 1","1f935-1f3fb","🤵 🏻",":tuxedo_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f935-1f3fb.png?v=2.2.7!"
"215",":man_in_tuxedo_tone2:","man in tuxedo tone 2","1f935-1f3fc","🤵 🏼",":tuxedo_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f935-1f3fc.png?v=2.2.7!"
"216",":man_in_tuxedo_tone3:","man in tuxedo tone 3","1f935-1f3fd","🤵 🏽",":tuxedo_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f935-1f3fd.png?v=2.2.7!"
"217",":man_in_tuxedo_tone4:","man in tuxedo tone 4","1f935-1f3fe","🤵 🏾",":tuxedo_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f935-1f3fe.png?v=2.2.7!"
"218",":man_in_tuxedo_tone5:","man in tuxedo tone 5","1f935-1f3ff","🤵 🏿",":tuxedo_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f935-1f3ff.png?v=2.2.7!"
"219",":pregnant_woman:","pregnant woman","1f930","🤰",":expecting_woman:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930.png?v=2.2.7!"
"220",":pregnant_woman_tone1:","pregnant woman tone 1","1f930-1f3fb","🤰 🏻",":expecting_woman_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930-1f3fb.png?v=2.2.7!"
"221",":pregnant_woman_tone2:","pregnant woman tone 2","1f930-1f3fc","🤰 🏼",":expecting_woman_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930-1f3fc.png?v=2.2.7!"
"222",":pregnant_woman_tone3:","pregnant woman tone 3","1f930-1f3fd","🤰 🏽",":expecting_woman_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930-1f3fd.png?v=2.2.7!"
"223",":pregnant_woman_tone4:","pregnant woman tone 4","1f930-1f3fe","🤰 🏾",":expecting_woman_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930-1f3fe.png?v=2.2.7!"
"224",":pregnant_woman_tone5:","pregnant woman tone 5","1f930-1f3ff","🤰 🏿",":expecting_woman_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f930-1f3ff.png?v=2.2.7!"
"225",":man_with_gua_pi_mao:","man with gua pi mao","1f472","👲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472.png?v=2.2.7!"
"226",":man_with_gua_pi_mao_tone1:","man with gua pi mao tone 1","1f472-1f3fb","👲 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472-1f3fb.png?v=2.2.7!"
"227",":man_with_gua_pi_mao_tone2:","man with gua pi mao tone 2","1f472-1f3fc","👲 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472-1f3fc.png?v=2.2.7!"
"228",":man_with_gua_pi_mao_tone3:","man with gua pi mao tone 3","1f472-1f3fd","👲 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472-1f3fd.png?v=2.2.7!"
"229",":man_with_gua_pi_mao_tone4:","man with gua pi mao tone 4","1f472-1f3fe","👲 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472-1f3fe.png?v=2.2.7!"
"230",":man_with_gua_pi_mao_tone5:","man with gua pi mao tone 5","1f472-1f3ff","👲 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f472-1f3ff.png?v=2.2.7!"
"231",":person_frowning:","person frowning","1f64d","🙍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d.png?v=2.2.7!"
"232",":person_frowning_tone1:","person frowning tone 1","1f64d-1f3fb","🙍 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d-1f3fb.png?v=2.2.7!"
"233",":person_frowning_tone2:","person frowning tone 2","1f64d-1f3fc","🙍 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d-1f3fc.png?v=2.2.7!"
"234",":person_frowning_tone3:","person frowning tone 3","1f64d-1f3fd","🙍 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d-1f3fd.png?v=2.2.7!"
"235",":person_frowning_tone4:","person frowning tone 4","1f64d-1f3fe","🙍 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d-1f3fe.png?v=2.2.7!"
"236",":person_frowning_tone5:","person frowning tone 5","1f64d-1f3ff","🙍 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64d-1f3ff.png?v=2.2.7!"
"237",":person_with_pouting_face:","person with pouting face","1f64e","🙎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e.png?v=2.2.7!"
"238",":person_with_pouting_face_tone1:","person with pouting face tone1","1f64e-1f3fb","🙎 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e-1f3fb.png?v=2.2.7!"
"239",":person_with_pouting_face_tone2:","person with pouting face tone2","1f64e-1f3fc","🙎 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e-1f3fc.png?v=2.2.7!"
"240",":person_with_pouting_face_tone3:","person with pouting face tone3","1f64e-1f3fd","🙎 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e-1f3fd.png?v=2.2.7!"
"241",":person_with_pouting_face_tone4:","person with pouting face tone4","1f64e-1f3fe","🙎 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e-1f3fe.png?v=2.2.7!"
"242",":person_with_pouting_face_tone5:","person with pouting face tone5","1f64e-1f3ff","🙎 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64e-1f3ff.png?v=2.2.7!"
"243",":no_good:","face with no good gesture","1f645","🙅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645.png?v=2.2.7!"
"244",":no_good_tone1:","face with no good gesture tone 1","1f645-1f3fb","🙅 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645-1f3fb.png?v=2.2.7!"
"245",":no_good_tone2:","face with no good gesture tone 2","1f645-1f3fc","🙅 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645-1f3fc.png?v=2.2.7!"
"246",":no_good_tone3:","face with no good gesture tone 3","1f645-1f3fd","🙅 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645-1f3fd.png?v=2.2.7!"
"247",":no_good_tone4:","face with no good gesture tone 4","1f645-1f3fe","🙅 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645-1f3fe.png?v=2.2.7!"
"248",":no_good_tone5:","face with no good gesture tone 5","1f645-1f3ff","🙅 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f645-1f3ff.png?v=2.2.7!"
"249",":ok_woman:","face with ok gesture","1f646","🙆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646.png?v=2.2.7!"
"250",":ok_woman_tone1:","face with ok gesture tone1","1f646-1f3fb","🙆 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646-1f3fb.png?v=2.2.7!"
"251",":ok_woman_tone2:","face with ok gesture tone2","1f646-1f3fc","🙆 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646-1f3fc.png?v=2.2.7!"
"252",":ok_woman_tone3:","face with ok gesture tone3","1f646-1f3fd","🙆 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646-1f3fd.png?v=2.2.7!"
"253",":ok_woman_tone4:","face with ok gesture tone4","1f646-1f3fe","🙆 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646-1f3fe.png?v=2.2.7!"
"254",":ok_woman_tone5:","face with ok gesture tone5","1f646-1f3ff","🙆 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f646-1f3ff.png?v=2.2.7!"
"255",":information_desk_person:","information desk person","1f481","💁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481.png?v=2.2.7!"
"256",":information_desk_person_tone1:","information desk person tone 1","1f481-1f3fb","💁 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481-1f3fb.png?v=2.2.7!"
"257",":information_desk_person_tone2:","information desk person tone 2","1f481-1f3fc","💁 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481-1f3fc.png?v=2.2.7!"
"258",":information_desk_person_tone3:","information desk person tone 3","1f481-1f3fd","💁 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481-1f3fd.png?v=2.2.7!"
"259",":information_desk_person_tone4:","information desk person tone 4","1f481-1f3fe","💁 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481-1f3fe.png?v=2.2.7!"
"260",":information_desk_person_tone5:","information desk person tone 5","1f481-1f3ff","💁 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f481-1f3ff.png?v=2.2.7!"
"261",":raising_hand:","happy person raising one hand","1f64b","🙋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b.png?v=2.2.7!"
"262",":raising_hand_tone1:","happy person raising one hand tone1","1f64b-1f3fb","🙋 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b-1f3fb.png?v=2.2.7!"
"263",":raising_hand_tone2:","happy person raising one hand tone2","1f64b-1f3fc","🙋 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b-1f3fc.png?v=2.2.7!"
"264",":raising_hand_tone3:","happy person raising one hand tone3","1f64b-1f3fd","🙋 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b-1f3fd.png?v=2.2.7!"
"265",":raising_hand_tone4:","happy person raising one hand tone4","1f64b-1f3fe","🙋 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b-1f3fe.png?v=2.2.7!"
"266",":raising_hand_tone5:","happy person raising one hand tone5","1f64b-1f3ff","🙋 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f64b-1f3ff.png?v=2.2.7!"
"267",":bow:","person bowing deeply","1f647","🙇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647.png?v=2.2.7!"
"268",":bow_tone1:","person bowing deeply tone 1","1f647-1f3fb","🙇 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647-1f3fb.png?v=2.2.7!"
"269",":bow_tone2:","person bowing deeply tone 2","1f647-1f3fc","🙇 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647-1f3fc.png?v=2.2.7!"
"270",":bow_tone3:","person bowing deeply tone 3","1f647-1f3fd","🙇 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647-1f3fd.png?v=2.2.7!"
"271",":bow_tone4:","person bowing deeply tone 4","1f647-1f3fe","🙇 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647-1f3fe.png?v=2.2.7!"
"272",":bow_tone5:","person bowing deeply tone 5","1f647-1f3ff","🙇 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f647-1f3ff.png?v=2.2.7!"
"273",":face_palm:","face palm","1f926","🤦",":facepalm:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926.png?v=2.2.7!"
"274",":face_palm_tone1:","face palm tone 1","1f926-1f3fb","🤦 🏻",":facepalm_tone1:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926-1f3fb.png?v=2.2.7!"
"275",":face_palm_tone2:","face palm tone 2","1f926-1f3fc","🤦 🏼",":facepalm_tone2:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926-1f3fc.png?v=2.2.7!"
"276",":face_palm_tone3:","face palm tone 3","1f926-1f3fd","🤦 🏽",":facepalm_tone3:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926-1f3fd.png?v=2.2.7!"
"277",":face_palm_tone4:","face palm tone 4","1f926-1f3fe","🤦 🏾",":facepalm_tone4:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926-1f3fe.png?v=2.2.7!"
"278",":face_palm_tone5:","face palm tone 5","1f926-1f3ff","🤦 🏿",":facepalm_tone5:","!https://cdn.jsdelivr.net/emojione/assets/png/1f926-1f3ff.png?v=2.2.7!"
"279",":shrug:","shrug","1f937","🤷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937.png?v=2.2.7!"
"280",":shrug_tone1:","shrug tone 1","1f937-1f3fb","🤷 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937-1f3fb.png?v=2.2.7!"
"281",":shrug_tone2:","shrug tone 2","1f937-1f3fc","🤷 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937-1f3fc.png?v=2.2.7!"
"282",":shrug_tone3:","shrug tone 3","1f937-1f3fd","🤷 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937-1f3fd.png?v=2.2.7!"
"283",":shrug_tone4:","shrug tone 4","1f937-1f3fe","🤷 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937-1f3fe.png?v=2.2.7!"
"284",":shrug_tone5:","shrug tone 5","1f937-1f3ff","🤷 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f937-1f3ff.png?v=2.2.7!"
"285",":massage:","face massage","1f486","💆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486.png?v=2.2.7!"
"286",":massage_tone1:","face massage tone 1","1f486-1f3fb","💆 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486-1f3fb.png?v=2.2.7!"
"287",":massage_tone2:","face massage tone 2","1f486-1f3fc","💆 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486-1f3fc.png?v=2.2.7!"
"288",":massage_tone3:","face massage tone 3","1f486-1f3fd","💆 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486-1f3fd.png?v=2.2.7!"
"289",":massage_tone4:","face massage tone 4","1f486-1f3fe","💆 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486-1f3fe.png?v=2.2.7!"
"290",":massage_tone5:","face massage tone 5","1f486-1f3ff","💆 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f486-1f3ff.png?v=2.2.7!"
"291",":haircut:","haircut","1f487","💇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487.png?v=2.2.7!"
"292",":haircut_tone1:","haircut tone 1","1f487-1f3fb","💇 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487-1f3fb.png?v=2.2.7!"
"293",":haircut_tone2:","haircut tone 2","1f487-1f3fc","💇 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487-1f3fc.png?v=2.2.7!"
"294",":haircut_tone3:","haircut tone 3","1f487-1f3fd","💇 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487-1f3fd.png?v=2.2.7!"
"295",":haircut_tone4:","haircut tone 4","1f487-1f3fe","💇 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487-1f3fe.png?v=2.2.7!"
"296",":haircut_tone5:","haircut tone 5","1f487-1f3ff","💇 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f487-1f3ff.png?v=2.2.7!"
"297",":walking:","pedestrian","1f6b6","🚶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6.png?v=2.2.7!"
"298",":walking_tone1:","pedestrian tone 1","1f6b6-1f3fb","🚶 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6-1f3fb.png?v=2.2.7!"
"299",":walking_tone2:","pedestrian tone 2","1f6b6-1f3fc","🚶 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6-1f3fc.png?v=2.2.7!"
"300",":walking_tone3:","pedestrian tone 3","1f6b6-1f3fd","🚶 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6-1f3fd.png?v=2.2.7!"
"301",":walking_tone4:","pedestrian tone 4","1f6b6-1f3fe","🚶 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6-1f3fe.png?v=2.2.7!"
"302",":walking_tone5:","pedestrian tone 5","1f6b6-1f3ff","🚶 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b6-1f3ff.png?v=2.2.7!"
"303",":runner:","runner","1f3c3","🏃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3.png?v=2.2.7!"
"304",":runner_tone1:","runner tone 1","1f3c3-1f3fb","🏃 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3-1f3fb.png?v=2.2.7!"
"305",":runner_tone2:","runner tone 2","1f3c3-1f3fc","🏃 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3-1f3fc.png?v=2.2.7!"
"306",":runner_tone3:","runner tone 3","1f3c3-1f3fd","🏃 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3-1f3fd.png?v=2.2.7!"
"307",":runner_tone4:","runner tone 4","1f3c3-1f3fe","🏃 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3-1f3fe.png?v=2.2.7!"
"308",":runner_tone5:","runner tone 5","1f3c3-1f3ff","🏃 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c3-1f3ff.png?v=2.2.7!"
"309",":dancer:","dancer","1f483","💃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483.png?v=2.2.7!"
"310",":dancer_tone1:","dancer tone 1","1f483-1f3fb","💃 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483-1f3fb.png?v=2.2.7!"
"311",":dancer_tone2:","dancer tone 2","1f483-1f3fc","💃 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483-1f3fc.png?v=2.2.7!"
"312",":dancer_tone3:","dancer tone 3","1f483-1f3fd","💃 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483-1f3fd.png?v=2.2.7!"
"313",":dancer_tone4:","dancer tone 4","1f483-1f3fe","💃 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483-1f3fe.png?v=2.2.7!"
"314",":dancer_tone5:","dancer tone 5","1f483-1f3ff","💃 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f483-1f3ff.png?v=2.2.7!"
